ID,scan_speed
124c6541-c8c3-4d67-b7b6-b10f747859b5,0.001
0cd51561-f79e-4a08-a592-1402fbb6b5c8,0.01
79c991eb-d817-42df-9349-6a68cd1bde52,0.1
373d89a0-2896-418d-85d0-d44d629b2ce3,1.0
568f8278-f41e-42e3-adb2-46162ef318f3,10.0
536ca0b3-88da-40a0-b2ed-9af3a95e3080,100.0
b045e770-e378-47e9-8e19-9e3d58a0d4af,1000.0
