ID,scan_speed
c0b7949a-c3ea-4757-afb2-63e0d8f31e64,0.001
f695fb53-e17d-4202-826b-081f3cac35c3,0.01
bb91a9e4-7d3f-44cf-b823-3ea1a93e58cf,0.1
f77090db-c045-4603-93ad-9d71ea699150,1.0
89acb8d7-96f1-46df-8004-f9e8934b1f7c,10.0
b20de2bb-2108-461c-8f27-f25bc4bbf794,100.0
a5233d0a-bd51-4814-9d7d-61ddbe8765c9,1000.0
