ID,scan_speed
87ebae95-8f50-46b6-a825-12517fab0d0d,0.001
bff1c008-fd24-431d-830f-ca844a059838,0.01
101bab96-93de-47e6-81dc-094aadaa0785,0.1
1ad940b1-78c2-4896-be8d-e9c9d5faf34f,1.0
99affdcb-41b1-4fb2-8b62-a0427141450b,10.0
6b5f6fa5-0303-4880-991f-f0e9b3e9ff40,100.0
8dbe7d93-eaf4-43b5-83f3-e0b0d2a936d7,1000.0
