t Vext G_frac
0.00000e+00 5.00000e+00 0.00000e+00
3.36983e+02 4.66302e+00 0.00000e+00
6.51255e+02 4.34875e+00 0.00000e+00
9.44346e+02 4.05565e+00 0.00000e+00
1.21768e+03 3.78232e+00 0.00000e+00
1.47260e+03 3.52740e+00 0.00000e+00
1.71033e+03 3.28967e+00 0.00000e+00
1.93205e+03 3.06795e+00 0.00000e+00
2.13882e+03 2.86118e+00 0.00000e+00
2.33165e+03 2.66835e+00 0.00000e+00
2.51149e+03 2.48851e+00 0.00000e+00
2.67921e+03 2.32079e+00 0.00000e+00
2.83562e+03 2.16438e+00 0.00000e+00
2.98149e+03 2.01851e+00 0.00000e+00
3.11753e+03 1.88247e+00 0.00000e+00
3.24440e+03 1.75560e+00 0.00000e+00
3.36273e+03 1.63727e+00 0.00000e+00
3.47307e+03 1.52693e+00 0.00000e+00
3.57598e+03 1.42402e+00 0.00000e+00
3.67196e+03 1.32804e+00 0.00000e+00
3.76146e+03 1.23854e+00 0.00000e+00
3.84494e+03 1.15506e+00 0.00000e+00
3.92278e+03 1.07722e+00 0.00000e+00
3.99538e+03 1.00462e+00 0.00000e+00
4.06309e+03 9.36909e-01 0.00000e+00
4.12624e+03 8.73764e-01 0.00000e+00
4.18512e+03 8.14875e-01 0.00000e+00
4.24004e+03 7.59956e-01 0.00000e+00
4.29126e+03 7.08737e-01 0.00000e+00
4.33903e+03 6.60971e-01 0.00000e+00
4.38358e+03 6.16423e-01 0.00000e+00
4.42512e+03 5.74878e-01 0.00000e+00
4.46387e+03 5.36134e-01 0.00000e+00
4.50000e+03 5.00000e-01 0.00000e+00
4.53370e+03 4.66302e-01 0.00000e+00
4.56513e+03 4.34875e-01 0.00000e+00
4.59443e+03 4.05565e-01 0.00000e+00
4.62177e+03 3.78232e-01 0.00000e+00
4.64726e+03 3.52740e-01 0.00000e+00
4.67103e+03 3.28967e-01 0.00000e+00
4.69320e+03 3.06795e-01 0.00000e+00
4.71388e+03 2.86118e-01 0.00000e+00
4.73317e+03 2.66835e-01 0.00000e+00
4.75115e+03 2.48851e-01 0.00000e+00
4.76792e+03 2.32079e-01 0.00000e+00
4.78356e+03 2.16438e-01 0.00000e+00
4.79815e+03 2.01851e-01 0.00000e+00
4.81175e+03 1.88247e-01 0.00000e+00
4.82444e+03 1.75560e-01 0.00000e+00
4.83627e+03 1.63727e-01 0.00000e+00
4.84731e+03 1.52693e-01 0.00000e+00
4.85760e+03 1.42402e-01 0.00000e+00
4.86720e+03 1.32804e-01 0.00000e+00
4.87615e+03 1.23854e-01 0.00000e+00
4.88449e+03 1.15506e-01 0.00000e+00
4.89228e+03 1.07722e-01 0.00000e+00
4.89954e+03 1.00462e-01 0.00000e+00
4.90631e+03 9.36909e-02 0.00000e+00
4.91262e+03 8.73764e-02 0.00000e+00
4.91851e+03 8.14875e-02 0.00000e+00
4.92400e+03 7.59956e-02 0.00000e+00
4.92913e+03 7.08737e-02 0.00000e+00
4.93390e+03 6.60971e-02 0.00000e+00
4.93836e+03 6.16423e-02 0.00000e+00
