t Vext G_frac
4.94251e+03 5.74878e-02 0.00000e+00
4.94639e+03 5.36134e-02 0.00000e+00
4.95000e+03 5.00000e-02 0.00000e+00
4.95337e+03 4.66302e-02 0.00000e+00
4.95651e+03 4.34875e-02 0.00000e+00
4.95944e+03 4.05565e-02 0.00000e+00
4.96218e+03 3.78232e-02 0.00000e+00
4.96473e+03 3.52740e-02 0.00000e+00
4.96710e+03 3.28967e-02 0.00000e+00
4.96932e+03 3.06795e-02 0.00000e+00
4.97139e+03 2.86118e-02 0.00000e+00
4.97332e+03 2.66835e-02 0.00000e+00
4.97511e+03 2.48851e-02 0.00000e+00
4.97679e+03 2.32079e-02 0.00000e+00
4.97836e+03 2.16438e-02 0.00000e+00
4.97981e+03 2.01851e-02 0.00000e+00
4.98118e+03 1.88247e-02 0.00000e+00
4.98244e+03 1.75560e-02 0.00000e+00
4.98363e+03 1.63727e-02 0.00000e+00
4.98473e+03 1.52693e-02 0.00000e+00
4.98576e+03 1.42402e-02 0.00000e+00
4.98672e+03 1.32804e-02 0.00000e+00
4.98761e+03 1.23854e-02 0.00000e+00
4.98845e+03 1.15506e-02 0.00000e+00
4.98923e+03 1.07722e-02 0.00000e+00
4.98995e+03 1.00462e-02 0.00000e+00
4.99063e+03 9.36909e-03 0.00000e+00
4.99126e+03 8.73764e-03 0.00000e+00
4.99185e+03 8.14875e-03 0.00000e+00
4.99240e+03 7.59956e-03 0.00000e+00
4.99291e+03 7.08737e-03 0.00000e+00
4.99339e+03 6.60971e-03 0.00000e+00
4.99384e+03 6.16423e-03 0.00000e+00
4.99425e+03 5.74878e-03 0.00000e+00
4.99464e+03 5.36134e-03 0.00000e+00
4.99500e+03 5.00000e-03 0.00000e+00
5.00000e+03 0.00000e+00 0.00000e+00
5.00500e+03 5.00000e-03 0.00000e+00
5.00536e+03 5.36134e-03 0.00000e+00
5.00575e+03 5.74878e-03 0.00000e+00
5.00616e+03 6.16423e-03 0.00000e+00
5.00661e+03 6.60971e-03 0.00000e+00
5.00709e+03 7.08737e-03 0.00000e+00
5.00760e+03 7.59956e-03 0.00000e+00
5.00815e+03 8.14875e-03 0.00000e+00
5.00874e+03 8.73764e-03 0.00000e+00
5.00937e+03 9.36909e-03 0.00000e+00
5.01005e+03 1.00462e-02 0.00000e+00
5.01077e+03 1.07722e-02 0.00000e+00
5.01155e+03 1.15506e-02 0.00000e+00
5.01239e+03 1.23854e-02 0.00000e+00
5.01328e+03 1.32804e-02 0.00000e+00
5.01424e+03 1.42402e-02 0.00000e+00
5.01527e+03 1.52693e-02 0.00000e+00
5.01637e+03 1.63727e-02 0.00000e+00
5.01756e+03 1.75560e-02 0.00000e+00
5.01882e+03 1.88247e-02 0.00000e+00
5.02019e+03 2.01851e-02 0.00000e+00
5.02164e+03 2.16438e-02 0.00000e+00
5.02321e+03 2.32079e-02 0.00000e+00
5.02489e+03 2.48851e-02 0.00000e+00
5.02668e+03 2.66835e-02 0.00000e+00
5.02861e+03 2.86118e-02 0.00000e+00
5.03068e+03 3.06795e-02 0.00000e+00
5.03290e+03 3.28967e-02 0.00000e+00
5.03527e+03 3.52740e-02 0.00000e+00
5.03782e+03 3.78232e-02 0.00000e+00
5.04056e+03 4.05565e-02 0.00000e+00
5.04349e+03 4.34875e-02 0.00000e+00
5.04663e+03 4.66302e-02 0.00000e+00
5.05000e+03 5.00000e-02 0.00000e+00
5.05361e+03 5.36134e-02 0.00000e+00
5.05749e+03 5.74878e-02 0.00000e+00
5.06164e+03 6.16423e-02 0.00000e+00
5.06610e+03 6.60971e-02 0.00000e+00
5.07087e+03 7.08737e-02 0.00000e+00
5.07600e+03 7.59956e-02 0.00000e+00
5.08149e+03 8.14875e-02 0.00000e+00
5.08738e+03 8.73764e-02 0.00000e+00
5.09369e+03 9.36909e-02 0.00000e+00
5.10046e+03 1.00462e-01 0.00000e+00
5.10772e+03 1.07722e-01 0.00000e+00
5.11551e+03 1.15506e-01 0.00000e+00
5.12385e+03 1.23854e-01 0.00000e+00
5.13280e+03 1.32804e-01 0.00000e+00
5.14240e+03 1.42402e-01 0.00000e+00
5.15269e+03 1.52693e-01 0.00000e+00
5.16373e+03 1.63727e-01 0.00000e+00
5.17556e+03 1.75560e-01 0.00000e+00
5.18825e+03 1.88247e-01 0.00000e+00
5.20185e+03 2.01851e-01 0.00000e+00
5.21644e+03 2.16438e-01 0.00000e+00
5.23208e+03 2.32079e-01 0.00000e+00
5.24885e+03 2.48851e-01 0.00000e+00
5.26683e+03 2.66835e-01 0.00000e+00
5.28612e+03 2.86118e-01 0.00000e+00
5.30680e+03 3.06795e-01 0.00000e+00
5.32897e+03 3.28967e-01 0.00000e+00
5.35274e+03 3.52740e-01 0.00000e+00
5.37823e+03 3.78232e-01 0.00000e+00
5.40557e+03 4.05565e-01 0.00000e+00
5.43487e+03 4.34875e-01 0.00000e+00
5.46630e+03 4.66302e-01 0.00000e+00
5.50000e+03 5.00000e-01 0.00000e+00
5.53613e+03 5.36134e-01 0.00000e+00
5.57488e+03 5.74878e-01 0.00000e+00
5.61642e+03 6.16423e-01 0.00000e+00
5.66097e+03 6.60971e-01 0.00000e+00
5.70874e+03 7.08737e-01 0.00000e+00
5.75996e+03 7.59956e-01 0.00000e+00
5.81488e+03 8.14875e-01 0.00000e+00
5.87376e+03 8.73764e-01 0.00000e+00
5.93691e+03 9.36909e-01 0.00000e+00
6.00462e+03 1.00462e+00 0.00000e+00
6.07722e+03 1.07722e+00 0.00000e+00
6.15506e+03 1.15506e+00 0.00000e+00
6.23854e+03 1.23854e+00 0.00000e+00
6.32804e+03 1.32804e+00 0.00000e+00
6.42402e+03 1.42402e+00 0.00000e+00
6.52693e+03 1.52693e+00 0.00000e+00
6.63727e+03 1.63727e+00 0.00000e+00
6.75560e+03 1.75560e+00 0.00000e+00
6.88247e+03 1.88247e+00 0.00000e+00
7.01851e+03 2.01851e+00 0.00000e+00
7.16438e+03 2.16438e+00 0.00000e+00
7.32079e+03 2.32079e+00 0.00000e+00
7.48851e+03 2.48851e+00 0.00000e+00
7.66835e+03 2.66835e+00 0.00000e+00
7.86118e+03 2.86118e+00 0.00000e+00
8.06795e+03 3.06795e+00 0.00000e+00
8.28967e+03 3.28967e+00 0.00000e+00
8.52740e+03 3.52740e+00 0.00000e+00
8.78232e+03 3.78232e+00 0.00000e+00
9.05565e+03 4.05565e+00 0.00000e+00
9.34875e+03 4.34875e+00 0.00000e+00
9.66302e+03 4.66302e+00 0.00000e+00
1.00000e+04 5.00000e+00 0.00000e+00
