ID,scan_speed
709363e2-cb4b-4876-99f0-ce69cb2a2139,0.001
8a994aec-1e9b-4aaa-87d3-324dcb980f96,0.01
72ee08de-d55a-4b03-88e0-20db30ff4a0b,0.1
7aa6b5db-fcde-4076-a57f-af1f18b489a6,1.0
901bc006-8158-4c91-8990-585be1f3da93,10.0
62bbcd63-0b0f-4a9b-8c59-82e55d398701,100.0
6e270a56-9d84-4bd6-9200-e7e069399d39,1000.0
