ID,ions_bulk
4f5b02b2-2770-4f80-b8a3-91d7a5379d64,1e+21
250a9315-25bf-453f-8eea-c33d7d1213f7,2e+21
d5725b70-e735-4097-a11c-566e38f9264a,3e+21
7cc82eb3-a695-4f5f-b7d4-bcf3e2aa50fd,4e+21
64ae4318-d6de-454e-9d5e-3620886af47e,5e+21
d2314bd3-1183-4581-8d6d-20e4f37ffefe,6e+21
a2975546-7bf4-40d4-8a39-6baaf612171a,7e+21
6be277c1-ac3e-413d-b32c-6be38d710ba8,8e+21
b9d9d354-8dde-4eba-9916-30bf0ece91c2,9e+21
f66d0e7d-47c1-4514-8ad5-4d6f799c4d95,1e+22
