ID,N_t_bulk
2d3693e1-d2b9-436f-9477-e4a82f69f6c3,1e+21
490d8858-bc2c-4fb0-935c-74f3ffaea771,2e+21
be852c88-1ab0-4e21-b379-e9dbee8e57c4,3e+21
5f41e480-99c2-4c70-a8c6-a2e2c42cb474,4e+21
ecb799f5-f964-4544-acaa-666c21d310f3,5e+21
a48f4a91-8ad6-4906-8ef4-77634d707c0b,6e+21
29ae8e4c-16e9-47c6-876d-3d0499e7ed52,7e+21
1626830a-aa59-44d9-b21a-c5631e1e661d,8e+21
d13e9326-1d03-433a-83fd-31197b168711,9e+21
d9046dca-bf8f-4908-95f9-b5a0af623557,1e+22
