ID,ions_bulk
d4836c40-18a3-4ade-b062-469b6d6d7f5f,1e+21
41aac553-6328-4d21-b316-b5e4a7526dbc,2e+21
add62cb1-5553-4e21-b668-1fdc58c3f02c,3e+21
5e39589e-2b29-44be-aedb-cb6a89d06413,4e+21
7ffa1a9d-deb1-4b9f-8322-e1e1c024e034,5e+21
b94ef923-0fcd-4d07-812a-ee74bd8f6277,6e+21
807fec06-a2d6-4669-a8c4-394551d4c278,7e+21
5e22faf8-1164-4f4f-9d5e-95fadc19b6c8,8e+21
fcdb6c1b-67c7-401e-9798-aee1aef15c0d,9e+21
ee9d22bc-5cf5-48fb-9e4e-0139231e1b9a,1e+22
