ID,N_t_bulk
95a4fcd1-a06c-462c-b29a-95118b64193c,1e+21
05bcdc20-800f-47b2-8e4a-004e490bfc5a,2e+21
473eee72-0efb-4d90-936a-639ce6c7f505,3e+21
70c6036b-7337-4ca5-9d5c-03f3db9720da,4e+21
14162b9d-8222-4e78-9489-d867481d4f48,5e+21
7f33c838-71fa-4a99-9cf4-69091a62ad83,6e+21
a5dd6f11-51ae-41d0-a3ca-4e3de0356456,7e+21
c0c67e59-2745-431b-b0d2-a6399f138e89,8e+21
ff199174-e1df-4f3d-bf81-532815f4183c,9e+21
aabf86da-f054-4c1c-9734-061be3329b6f,1e+22
