ID,ions_bulk
dd23454e-51a0-4456-9910-0c3497844e6a,1e+21
5d5f5b04-403f-4412-a88f-bbd5d269c4e6,2e+21
abf51db2-2259-4fcf-8b10-5bf7daa5b720,3e+21
6c3d6fad-5e3c-4f05-89d7-b436f1fae0ab,4e+21
88fd69e0-42da-4eef-ac9a-2aa3d9f71f1f,5e+21
a638ce75-f843-4749-b959-bcef4f60674f,6e+21
fe367820-7a28-4b76-988e-42946ffd3a2f,7e+21
12fa80ad-3107-4ef5-b3aa-6b7bef410fe3,8e+21
08e3df6f-fc85-40b5-bcfa-29b545fc1845,9e+21
642e67ba-ea1a-40f8-8dcf-266f4cfc6c4a,1e+22
