ID,N_t_bulk
256973d0-d7d0-407e-95f4-426084b0e64e,1e+21
8414e623-0a28-4931-9baa-440b4e64a142,2e+21
6a93f35e-cca7-4a47-bd36-f3a1e0fde3d2,3e+21
3fe17a30-e642-40db-a8b0-34d3b54d63f3,4e+21
d0b5b83a-9a57-447a-9525-e258dc91bf4c,5e+21
3f748266-e425-4e20-9a39-4ff15bbf053b,6e+21
e2f3df82-9ab1-4a55-9082-c6ed57f2cbb5,7e+21
17c7c061-459f-466b-a09b-8400dd4178bf,8e+21
50f5ac28-7d63-484d-97d7-87839c3c5eaf,9e+21
419e7ef8-5ca7-45d9-bab0-9005e5bde874,1e+22
