ID,N_t_bulk
9c64a034-cba7-42f0-a47c-c98d7d1b03cd,1e+21
f0b8c16b-1399-47e2-adb3-66e002eafd1a,2e+21
b72ba121-9054-41f1-b290-6f758a0ca437,3e+21
d036fd13-3a50-4720-ac10-21ea10dda05a,4e+21
963591f4-f84b-4ffe-80a8-8c71de2e3177,5e+21
23df2f30-fbd6-48ea-9690-d47ffe55af71,6e+21
d5a53ead-507a-46db-b93f-0b0780c96904,7e+21
0c3a0941-e07e-454d-8006-8eba5442acc3,8e+21
246fd0c9-4072-4b61-bc1f-9cdc35adc5c7,9e+21
ad3040c5-4afb-4807-99e0-55d8b35626d8,1e+22
