ID,N_t_bulk
cfe5a27f-7f2e-4d40-8947-a5dbc4a95e11,1e+21
53f60983-e67e-48b9-8aa4-5bd50eb63a11,2e+21
3b7d994f-7b05-4898-a60d-8f688cdcab24,3e+21
4fe0de62-d6a0-41fa-9aa5-540e44cab382,4e+21
7558ba1d-1753-435c-85f1-64aac860227f,5e+21
3d99a202-822c-442b-9822-95dda07895b5,6e+21
d3cd97f1-fc88-4003-bde2-ffe26e6a2326,7e+21
0abae3f4-62b5-43aa-9bc8-3a03fba43108,8e+21
8c5b250b-35fc-4773-914e-88d499ecb39c,9e+21
d2cbe5e5-36d2-4969-95ba-6e58d8bc319d,1e+22
