ID,ions_bulk
2d15cabb-c8da-41f3-aaaf-8ad676615297,1e+21
3be213b7-2ddd-4f3f-bf44-f662d2faf22d,2e+21
6ea32b85-54a2-498d-9f50-a80b0085cec6,3e+21
9d8b36e9-eb8e-4197-b37f-21b448f512db,4e+21
bca87915-f36e-4556-afe3-942277324ff3,5e+21
9b2156c3-53bd-49b2-a847-6eba0c0196bc,6e+21
e9c74f66-8f58-49a0-beea-994cc4d5d088,7e+21
374f371e-b58a-4df3-8a40-cf2e43495c79,8e+21
bbb36567-9f02-4e46-bcdd-cf1573fe00cd,9e+21
9c1a1e27-92a8-4b6a-b70f-09f8142967f4,1e+22
