ID,ions_bulk
b298035c-b50d-428b-8140-88c79689c8ed,1e+21
a9f49bb2-7388-43f1-9ead-3855ec4904c4,2e+21
e402c079-cca4-4242-aff0-1bb54d89f662,3e+21
6cc3da4d-13d2-44b9-a851-f1b51612a4b5,4e+21
b8eefdc0-2c0e-4df6-83bc-c58337f57da6,5e+21
ec42a59b-4443-4905-bfa0-af271153c69a,6e+21
7fb9b933-4a59-415f-8b2c-43e208c73985,7e+21
0bef766f-8e43-4570-bd04-7d69d196b065,8e+21
14942155-6c51-4328-8a53-da27222e74e6,9e+21
1e239a52-1d40-4766-bccb-283517d4b206,1e+22
