ID,nrj_TL
a875b99a-47d1-4bfc-8580-fe935ee98b2e,4.2
71ed36bd-3765-4e12-a757-d22798e1a7df,4.1
fcdd5e21-93ee-4a1d-8081-4322a330cb3a,4.0
5393e2eb-d3d2-46e7-be48-15fdee6c64bc,3.9
