Version 5.13
Size of reals used in simulation: 10 bytes
Timestamp at start: 7-8-24 09:33:34
Reading in of parameters:
Read parameters for layer 1 from ../../orga_TL.txt
l2.L = 5E-7
l2.N_anion = 0
l2.N_cation = 0
l2.N_t_bulk = 3E21
Read parameters for layer 2 from ../../pero.txt
Read parameters for layer 3 from ../../orga_TL.txt
NP = 1000
tolPois = 1E-7
tolDens = 1E-6
couplePC = 10
minAcc = 0.1
maxAcc = 0.1
grad = 4
Vscan = -1
Vmax = 50
timeout = 540
JVFile = /mnt/c/Users/lecor/Desktop/GitHub/problematic_SCLC_pero/SIMsalabim/SimSS/JV_ec31943a-f1e3-4f76-82e2-5dad417c29cc.dat
scParsFile = /mnt/c/Users/lecor/Desktop/GitHub/problematic_SCLC_pero/SIMsalabim/SimSS/scPars_ec31943a-f1e3-4f76-82e2-5dad417c29cc.txt
logFile = /mnt/c/Users/lecor/Desktop/GitHub/problematic_SCLC_pero/SIMsalabim/SimSS/log_ec31943a-f1e3-4f76-82e2-5dad417c29cc.txt
Read simulation setup from /mnt/c/Users/lecor/Desktop/GitHub/problematic_SCLC_pero/SIMsalabim/SimSS/simulation_setup_sclc_tl.txt

The following voltages will be simulated:
  i       V    UpdateIons   Store
 45     8.310     TRUE      TRUE
 46     7.977     TRUE      TRUE
 47     7.658     TRUE      TRUE
 48     7.352     TRUE      TRUE
 49     7.058     TRUE      TRUE
 50     6.776     TRUE      TRUE
 51     6.505     TRUE      TRUE
 52     6.244     TRUE      TRUE
 53     5.995     TRUE      TRUE
 54     5.755     TRUE      TRUE
 55     5.524     TRUE      TRUE
 56     5.303     TRUE      TRUE
 57     5.091     TRUE      TRUE
 58     4.887     TRUE      TRUE
 59     4.692     TRUE      TRUE
 60     4.504     TRUE      TRUE
 61     4.324     TRUE      TRUE
 62     4.151     TRUE      TRUE
 63     3.984     TRUE      TRUE
 64     3.825     TRUE      TRUE
 65     3.672     TRUE      TRUE
 66     3.525     TRUE      TRUE
 67     3.383     TRUE      TRUE
 68     3.248     TRUE      TRUE
 69     3.118     TRUE      TRUE
 70     2.993     TRUE      TRUE
 71     2.873     TRUE      TRUE
 72     2.758     TRUE      TRUE
 73     2.647     TRUE      TRUE
 74     2.541     TRUE      TRUE
 75     2.439     TRUE      TRUE
 76     2.341     TRUE      TRUE
 77     2.247     TRUE      TRUE
 78     2.157     TRUE      TRUE
 79     2.071     TRUE      TRUE
 80     1.988     TRUE      TRUE
 81     1.908     TRUE      TRUE
 82     1.831     TRUE      TRUE
 83     1.758     TRUE      TRUE
 84     1.687     TRUE      TRUE
 85     1.619     TRUE      TRUE
 86     1.554     TRUE      TRUE
 87     1.492     TRUE      TRUE
 88     1.432     TRUE      TRUE
 89     1.374     TRUE      TRUE
 90     1.319     TRUE      TRUE
 91     1.266     TRUE      TRUE
 92     1.215     TRUE      TRUE
 93     1.166     TRUE      TRUE
 94     1.119     TRUE      TRUE
 95     1.074     TRUE      TRUE
 96     1.030     TRUE      TRUE
 97     0.989     TRUE      TRUE
 98     0.949     TRUE      TRUE
 99     0.911     TRUE      TRUE
100     0.874     TRUE      TRUE
101     0.839     TRUE      TRUE
102     0.805     TRUE      TRUE
103     0.772     TRUE      TRUE
104     0.741     TRUE      TRUE
105     0.711     TRUE      TRUE
106     0.682     TRUE      TRUE
107     0.655     TRUE      TRUE
108     0.628     TRUE      TRUE
109     0.602     TRUE      TRUE
110     0.578     TRUE      TRUE
111     0.555     TRUE      TRUE
112     0.532     TRUE      TRUE
113     0.510     TRUE      TRUE
114     0.490     TRUE      TRUE
115     0.470     TRUE      TRUE
116     0.450     TRUE      TRUE
117     0.432     TRUE      TRUE
118     0.414     TRUE      TRUE
119     0.397     TRUE      TRUE
120     0.381     TRUE      TRUE
121     0.366     TRUE      TRUE
122     0.351     TRUE      TRUE
123     0.336     TRUE      TRUE
124     0.322     TRUE      TRUE
125     0.309     TRUE      TRUE
126     0.296     TRUE      TRUE
127     0.284     TRUE      TRUE
128     0.272     TRUE      TRUE
129     0.261     TRUE      TRUE
130     0.250     TRUE      TRUE
131     0.240     TRUE      TRUE
132     0.230     TRUE      TRUE
133     0.220     TRUE      TRUE
134     0.211     TRUE      TRUE
135     0.202     TRUE      TRUE
136     0.194     TRUE      TRUE
137     0.186     TRUE      TRUE
138     0.178     TRUE      TRUE
139     0.170     TRUE      TRUE
140     0.163     TRUE      TRUE
141     0.156     TRUE      TRUE
142     0.150     TRUE      TRUE
143     0.143     TRUE      TRUE
144     0.137     TRUE      TRUE
145     0.131     TRUE      TRUE
146     0.126     TRUE      TRUE
147     0.120     TRUE      TRUE
148     0.115     TRUE      TRUE
149     0.110     TRUE      TRUE
150     0.105     TRUE      TRUE
151     0.101     TRUE      TRUE
152     0.096     TRUE      TRUE
153     0.092     TRUE      TRUE
154     0.088     TRUE      TRUE
155     0.084     TRUE      TRUE
156     0.080     TRUE      TRUE
157     0.077     TRUE      TRUE
158     0.073     TRUE      TRUE
159     0.070     TRUE      TRUE
160     0.067     TRUE      TRUE
161     0.064     TRUE      TRUE
162     0.061     TRUE      TRUE
163     0.058     TRUE      TRUE
164     0.055     TRUE      TRUE
165     0.052     TRUE      TRUE
166     0.050     TRUE      TRUE
167     0.048     TRUE      TRUE
168     0.045     TRUE      TRUE
169     0.043     TRUE      TRUE
170     0.041     TRUE      TRUE
171     0.039     TRUE      TRUE
172     0.037     TRUE      TRUE
173     0.035     TRUE      TRUE
174     0.033     TRUE      TRUE
175     0.032     TRUE      TRUE
176     0.030     TRUE      TRUE
177     0.028     TRUE      TRUE
178     0.027     TRUE      TRUE
179     0.025     TRUE      TRUE
180     0.024     TRUE      TRUE
181     0.023     TRUE      TRUE
182     0.021     TRUE      TRUE
183     0.020     TRUE      TRUE
184     0.019     TRUE      TRUE
185     0.018     TRUE      TRUE
186     0.017     TRUE      TRUE
187     0.015     TRUE      TRUE
188     0.014     TRUE      TRUE
189     0.013     TRUE      TRUE
190     0.013     TRUE      TRUE
191     0.012     TRUE      TRUE
192     0.011     TRUE      TRUE
193     0.010     TRUE      TRUE
194     0.009     TRUE      TRUE
195     0.008     TRUE      TRUE
196     0.008     TRUE      TRUE
197     0.007     TRUE      TRUE
198     0.006     TRUE      TRUE
199     0.006     TRUE      TRUE
200     0.005     TRUE      TRUE

Timestamp at end: 7-8-24 09:35:33
Total run time: 118.315 seconds.
