Version 5.13
Size of reals used in simulation: 10 bytes
Timestamp at start: 7-8-24 10:46:45
Reading in of parameters:
Read parameters for layer 1 from ../../orga_TL.txt
l2.L = 1E-6
l2.N_anion = 0
l2.N_cation = 0
l2.N_t_bulk = 8E21
Read parameters for layer 2 from ../../pero.txt
Read parameters for layer 3 from ../../orga_TL.txt
NP = 1000
tolPois = 1E-7
tolDens = 1E-6
couplePC = 10
minAcc = 0.1
maxAcc = 0.1
grad = 4
Vscan = -1
Vmax = 100
timeout = 540
JVFile = /mnt/c/Users/lecor/Desktop/GitHub/problematic_SCLC_pero/SIMsalabim/SimSS/JV_17c7c061-459f-466b-a09b-8400dd4178bf.dat
scParsFile = /mnt/c/Users/lecor/Desktop/GitHub/problematic_SCLC_pero/SIMsalabim/SimSS/scPars_17c7c061-459f-466b-a09b-8400dd4178bf.txt
logFile = /mnt/c/Users/lecor/Desktop/GitHub/problematic_SCLC_pero/SIMsalabim/SimSS/log_17c7c061-459f-466b-a09b-8400dd4178bf.txt
Read simulation setup from /mnt/c/Users/lecor/Desktop/GitHub/problematic_SCLC_pero/SIMsalabim/SimSS/simulation_setup_sclc_tl.txt

The following voltages will be simulated:
  i       V    UpdateIons   Store
- delV =1.5248E-15
- Poisson solver converged: TRUE
- relative change of densities: 1.7685E-4


Messages from main solver at voltage= 0.161:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =6.6237E-15
- Poisson solver converged: TRUE
- relative change of densities: 2.1735E-4


Messages from main solver at voltage= 0.140:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =1.0319E-14
- Poisson solver converged: TRUE
- relative change of densities: 2.4566E-4


Messages from main solver at voltage= 0.127:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =3.522E-15
- Poisson solver converged: TRUE
- relative change of densities: 2.5668E-4


Messages from main solver at voltage= 0.121:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =5.9182E-15
- Poisson solver converged: TRUE
- relative change of densities: 1.4488E-4


Messages from main solver at voltage= 0.115:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =3.4521E-15
- Poisson solver converged: TRUE
- relative change of densities: 2.5225E-5


Messages from main solver at voltage= 0.110:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =1.1211E-14
- Poisson solver converged: TRUE
- relative change of densities: 3.2240E-4


Messages from main solver at voltage= 0.086:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =1.6026E-14
- Poisson solver converged: TRUE
- relative change of densities: 2.2988E-4


Messages from main solver at voltage= 0.082:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =5.0432E-15
- Poisson solver converged: TRUE
- relative change of densities: 4.8410E-4


Messages from main solver at voltage= 0.078:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =4.1664E-15
- Poisson solver converged: TRUE
- relative change of densities: 5.9268E-4


Messages from main solver at voltage= 0.074:
Overall convergence: FALSE
Iterations perfomed: 1500
Poisson solver status:
- delV =8.3643E-15
- Poisson solver converged: TRUE
- relative change of densities: 1.5638E-4


